VAR00002,VAR00003,¼ºº°,ÇÐ·Â,°áÈ¥¿©ºÎ,ÀÚ³à¿©ºÎ,°ÅÁÖÇüÅÂ,Á¾±³,Å°¿î±â°£,¹Ý·Áµ¿¹°³ªÀÌ,»ó½ÇÈÄ°æ°ú±â°£,»ó½ÇÈÄ°æ°ú½Ã°£,¹Ý·Áµ¿¹°Á¾·ù,¹Ý·Áµ¿¹°Ä£¹Ðµµ,»ó½Ç¿¹Ãø°¡´É¼º,»ó½Ç¿øÀÎ,µÎ¹øÂ°»ó½Ç¿øÀÎ¼ýÀÚ,Ltotal,¾È¶ô»çÀÌÀ¯,ÀÓÁ¾½Ãµ¿Çà¿©ºÎ,¹Ý·Áµ¿¹°°ü°è,Á¤½Å°úÁø·á,±×³ÉÁ¤½Å°úÁø·á,Áø·á³»¿ë,ÁöÁöÀÚ¿ø,ÀÌÀü»ó½Ç°æÇè,»ó½Ç¸¶¸®¼ö,ÇÊÅÍ¸µ¼öµµÁú¹®,´Ù¸¥¹Ý·Áµ¿¹°¼ýÀÚ,´Ù¸¥µ¿¹°º¸À¯¿©ºÎ,º¸À¯¸¶¸®¼ö,»õ·Î¿îÀÔ¾ç¿©ºÎ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,ÇÊÅÍ¸µ1,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,G12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,Âü°¡ÀÚÁ¦°Å,Stotal,SxL,filter_$,Ctotal,Gtotal,Ä£¹Ðµµ¼ýÀÚ1,¼ºº°¼ýÀÚ,¿¹Ãø°¡´É¼º¼ýÀÚ,ÇÐ·Â¼ýÀÚ,°áÈ¥¿©ºÎ¼ýÀÚ,ÀÚ³à¿©ºÎ¼ýÀÚ,°ÅÁÖÇüÅÂ¼ýÀÚ,Á¾±³¼ýÀÚ,ÁöÁöÀÚ¿ø¼ýÀÚ,ÀÓÁ¾½Ãµ¿Çà¼ýÀÚ,¹Ý·Áµ¿¹°Á¾·ù¼ýÀÚ,»ó½Ç¿øÀÎ¼ýÀÚ,¹Ý·ÁÁ¤½Å°ú¼ýÀÚ,±×³ÉÁ¤½Å°ú¼ýÀÚ,»õÀÔ¾ç¼ýÀÚ,Lmd,Smd,LmdxSmd,¹Ý·Áµ¿¹°°ü°è¼ýÀÚ,ÀÌÀü»ó½Ç¼ýÀÚ,»ó½ÇÀÇÃæ°Ý°úÈ¥¶õ,»ó½ÇÀÇ°íÅë1,º¹ÇÕºÐ¸®°íÅë,º¹ÇÕ¿Ü»ó°íÅë,Ãæ°ÝLmd,°íÅë1md,°íÅë1mdxSmd,Ãæ°ÝLmdxSmd,¿¬·É´ë,Ctotalrr,°áÈ¥2,ÂðºÐ¸®°íÅë,Âð¿Ü»ó°íÅë
2020/02/02 10:51:59 ¿ÀÀü GMT,¿,¿©,´ëÇÐ¿ø,±â,ÀÖÀ,°¡Á·ÀÌ ¾Æ,ÃµÁ,5,10,1,1,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,58, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°;¿Â¶óÀÎ,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,4,4,3,3,4,4,4,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,1,2,2,2,2,2,1,3,4,1,3,3,3,2,2,4,2,4,4,2,2,3,2,2,2,3,3,3,2,2,2,4,1,4,2,3,3,3,3,2,2,2,2,2,0,3,¾Æ´,4,2,3,4,4,4,4,4,3,3,3,4,1,34,1972,1,75,42,5,2,1,3,2,2,2,2,2,2,1,4,1,1,2,-6.55119999999999,2.0878,-13.67759536,1,2,28,28,40,38,-4.8293,.356100000000001,.743465580000004,-10.08261254,3,78,2,17,30
2019/12/26 11:42:36 ¿ÀÀü GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,ºÒ±,6,7,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",³ëÈ­,4,73, ,¾Æ´,Ä£±¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",ÀÖÀ,3¸¶,1,1,¿¹,3¸¶,¾Æ´,5,4,3,3,5,5,4,5,5,3,3,3,2,2,4,4,2,5,2,2,2,4,4,3,3,3,2,2,2,3,3,3,1,1,1,1,4,3,4,2,4,4,5,2,4,4,4,1,4,3,4,2,2,2,4,1,5,4,4,2,2,4,2,1,1,1,1,0°³¿ù,13,¿¹,2,2,4,4,3,4,4,4,4,1,2,3,1,36,2628,1,86,37,5,2,2,1,1,1,2,2,2,1,1,4,1,1,1,8.44880000000001,4.0878,34.53700464,2,1,34,34,44,45,1.1707,6.3561,25.98246558,4.78558745999999,2,89,1,19,38
2020/01/06 1:50:40 ¿ÀÀü GMT+,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,1,12,2,6,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",³ëÈ­,4,75, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,4,2,5,5,5,5,4,5,4,3,2,1,3,4,3,3,3,1,4,4,4,3,1,1,3,1,3,1,4,4,4,1,3,3,3,3,2,2,3,4,4,3,1,3,3,4,1,3,4,4,3,4,4,5,1,5,4,5,5,3,4,3,3,4,3,4,0°³¿ù,8,¾Æ´,3,3,3,5,4,4,4,3,3,2,4,5,1,39,2925,1,99,43,4,2,2,1,1,1,2,1,2,1,1,4,1,1,2,10.4488,7.0878,74.0590046400001,3,2,36,35,55,48,3.1707,7.3561,52.13856558,22.47328746,2,103,1,17,42
2020/01/28 12:26:19 ¿ÀÀü GMT,¿,¿©,´ëÇÐ¿ø,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,ÃµÁ,17,17,2,3,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,63, ,¾Æ´,Ä£±¸,¾Æ´,¿¹, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å;´Ù¸¥",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,4,3,5,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,2,3,2,3,2,2,2,2,2,Áï½Ã,6,¿¹,4,3,3,3,2,2,2,2,2,2,3,2,1,20,1260,1,65,30,5,2,1,3,1,1,2,2,2,1,1,4,1,2,2,-1.55119999999999,-11.9122,18.4782046399999,2,2,35,25,37,30,2.1707,-2.6439,31.49466558,-25.85781254,3,67,1,10,28
2019/12/25 4:58:08 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,ÀÌ,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,7,14,2,3,°³,Á¶±Ý Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,41, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å;Ä£±¸",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,4,2,3,2,3,4,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,2,2,2,2,1,3,3,2,2,2,1,3,1,1,1,2,3,3,3,1,3,1,2,1,3,1,1,1,1,1,3,1,4,2,2,3,3,3,2,2,1,2,2,0,4,¿¹,4,3,3,3,4,3,3,3,4,3,4,4,1,32,1312,1,57,41,4,2,1,1,4,2,2,1,2,2,1,4,1,1,2,-23.5512,.0878000000000014,-2.06779536000003,2,2,24,14,27,32,-8.8293,-13.6439,-1.19793442000002,-.775212540000013,5,59,1,10,26
2020/01/07 1:05:03 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,14,15,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,58, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¿¹, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,3¸¶,¿¹,4,2,4,3,2,5,5,5,4,1,1,1,1,2,2,2,2,3,2,3,4,1,4,1,3,3,2,2,3,2,3,2,2,3,2,2,2,1,1,1,4,4,2,2,3,2,2,1,1,2,1,1,3,1,4,1,2,1,3,2,4,3,2,2,1,1,2,0°³¿ù,16,¾Æ´,3,2,3,4,4,3,2,4,4,2,4,4,1,35,2030,1,58,39,5,2,1,2,2,2,2,1,2,2,1,4,1,2,2,-6.55119999999999,3.0878,-20.22879536,3,2,29,24,26,35,-3.8293,-3.6439,-11.25163442,-11.82411254,4,61,2,13,25
2020/02/02 1:57:26 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,21,21,1,1,°í¾,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,59, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼,ÀÖÀ,³ÉÀ,1,1,¿¹,´Ù¼,¿¹,5,4,4,4,4,5,4,5,4,2,2,2,1,1,1,2,1,3,1,2,2,3,3,2,2,2,3,3,2,3,3,3,1,3,3,3,2,2,2,2,4,4,2,2,3,1,2,2,3,3,2,2,2,1,3,1,4,2,2,5,2,3,2,2,2,2,2,Áï½Ã,12,¾Æ´,4,3,4,5,4,4,4,4,5,5,5,4,1,39,2301,1,70,51,5,2,1,2,2,2,2,1,2,2,2,4,1,1,2,-5.55119999999999,7.0878,-39.34579536,3,1,34,20,35,37,1.1707,-7.6439,-54.17843442,8.29768745999998,5,72,2,14,31
2019/12/31 8:20:30 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,8,8,2,6,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",³ëÈ­,4,66, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",ÀÖÀ,1¸¶, ,1,¿¹,1¸¶,¾Æ´,5,5,2,4,4,5,4,4,5,3,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,4,2,5,5,4,4,2,2,2,2,2,3,4,3,2,3,5,1,5,2,4,5,2,2,2,2,2,2,2,0°³¿ù,365,¾Æ´,3,2,2,2,3,3,2,3,3,2,3,4,2,31,2046,0,87,32,5,2,2,1,1,1,2,2,2,2,1,4,1,1,1,1.44880000000001,-.912199999999999,-1.32159536,2,1,34,28,45,46,1.1707,.356100000000001,-.324834420000001,-1.06791254, ,91,1,21,35
2020/01/18 11:59:36 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ¿ø,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,14,15,2,4,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",³ëÈ­,4,81, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,¾øÀ½,ÀÖÀ,8¸¶,1,1,¿¹,1¸¶,¿¹,5,5,4,4,5,5,5,4,4,2,2,3,4,4,4,5,2,2,3,5,4,3,4,3,3,3,3,4,2,2,4,4,3,4,3,4,4,5,4,3,4,5,5,3,5,2,3,3,5,5,4,3,4,3,5,1,4,3,4,5,5,4,4,4,3,4,3,0°³¿ù,24,¿¹,2,2,2,4,1,2,2,4,3,4,3,1,1,49,3969,1,114,30,5,2,2,3,2,1,2,1,1,2,1,4,1,1,2,16.4488,17.0878,281.07380464,1,1,37,40,63,55,4.1707,12.3561,211.13856558,71.2680874599999,4,118,2,22,50
2020/01/19 10:05:07 ¿ÀÀü GMT,¿,¿©,´ëÇÐ¿ø,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ÃµÁ,13,24,2,16,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",³ëÈ­,4,65, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,5,3,3,4,5,5,4,4,2,2,2,2,2,2,4,2,2,2,2,3,2,3,2,3,2,2,3,2,2,2,2,1,1,1,2,3,4,3,4,5,5,2,3,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,0°³¿ùÈ,16,¾Æ´,3,3,3,4,4,4,4,4,4,3,4,4,2,30,1950,0,72,44,5,2,2,3,2,2,2,2,2,2,1,4,1,1,2,.448800000000006,-1.9122,-.85819536000001,3,2,34,27,42,33,1.1707,-.643899999999999,1.23126558,-2.23861253999999,4,75,2,19,29
2020/01/20 12:54:42 ¿ÀÀü GMT,¿,¿©,´ëÇÐ¿ø,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,14,14,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,45, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,¾øÀ½;´Ù¸¥ ¹Ý·Áµ¿¹°,ÀÖÀ,1¸¶,1,1,¿¹,1¸¶,¾Æ´,5,2,2,2,3,4,2,4,2,1,1,1,1,1,3,4,3,1,1,1,1,2,3,2,3,2,2,3,3,2,3,2,2,4,1,3,2,2,2,2,3,2,2,1,2,1,1,1,4,1,1,1,1,1,1,1,2,3,2,4,2,2,1,2,1,2,2,0°³¿ù,6,¿¹,2,2,2,2,2,2,2,2,4,2,4,4,1,37,1665,1,54,30,5,2,1,3,2,1,2,1,2,1,1,5,1,1,1,-19.5512,5.0878,-99.47259536,3,1,22,19,29,25,-10.8293,-8.6439,-43.97843442,-55.09731254,3,54,2,11,23
2019/12/29 12:09:29 ¿ÀÀü GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,18,18,1,1,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,55, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¿¹, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",ÀÖÀ,1¸¶,1,1,¿¹,3¸¶,¾Æ´,4,4,2,2,3,4,5,5,4,2,1,1,1,1,1,4,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,1,3,3,3,3,3,2,2,2,2,4,3,3,3,2,2,4,1,4,2,3,2,2,2,2,2,2,2,2,Áï½Ã½Ã,3,¿¹,2,2,2,2,2,2,2,2,2,2,3,2,1,34,1870,1,71,25,5,2,1,1,1,1,2,2,2,2,1,5,1,2,1,-9.55119999999999,2.0878,-19.94099536,1,1,28,22,41,33,-4.8293,-5.6439,-11.78333442,-10.08261254,3,74,1,12,32
2019/12/25 7:42:32 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,15,16,1,0,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,81, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å;Ä£±¸",ÀÖÀ,4¸¶, ,1,¿¹,1¸¶,¾Æ´,5,5,5,5,5,5,5,4,5,3,3,3,2,2,3,4,3,4,3,3,4,2,2,1,3,2,1,2,2,3,2,2,1,4,2,3,3,3,2,3,4,5,3,2,4,3,3,3,3,4,3,3,2,3,5, ,5,2,3,4,3,3,3,3,3,3,3,0°³¿ù,3,¿¹,3,3,2,3,4,2,2,3,4,2,4,4,2,32,2592,0, ,36,5,2,1,1,1,1,2,1,2,1,1,5,1,1,1,16.4488,.0878000000000014,1.44420464000002,3,1,40,37,50,46,7.1707,9.3561,.821465580000014,.62958746000001,2,96,1,17,38
2019/12/26 10:45:02 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,15,16,1,1,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,63, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸;´Ù¸¥ ¹Ý·Áµ,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,5,4,5,5,5,4,3,2,3,3,1,2,1,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,4,4,2,2,4,4,4,2,4,1,1,1,2,4,2,3,1,1,4,1,1,4,4,5,4,3,1,1,1,4,4,0,3,¾Æ´,4,4,3,4,4,3,4,3,3,4,5,4,1,34,2142,1,79,45,5,2,1,1,1,1,2,2,2,2,1,5,1,1,2,-1.55119999999999,2.0878,-3.23859535999999,1,2,37,22,37,45,4.1707,-5.6439,-11.78333442,8.70758746,3,82,1,18,34
2019/12/27 11:04:29 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,15,15,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,82, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,4,5,5,4,5,5,5,5,3,3,4,1,4,2,4,3,4,3,4,4,3,3,2,3,2,2,3,3,4,3,2,1,4,2,2,4,4,3,2,5,5,4,2,4,2,3,2,3,4,3,4,3,2,5,1,5,3,5,4,4,2,2,2,4,3,4,0°³¿ù,12,¿¹,3,2,3,4,3,3,3,3,3,5,3,3,1,39,3198,1,98,38,5,2,1,2,1,1,2,1,2,2,1,5,1,1,2,17.4488,7.0878,123.67360464,3,2,38,39,51,51,5.1707,11.3561,80.48976558,36.64888746,3,102,1,22,39
2020/01/18 12:38:56 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,8,7,2,8,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,81, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð;´Ù¸¥ ¹Ý·Áµ¿¹°;¿,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,2,2,4,5,5,5,5,5,4,3,5,1,5,4,2,3,2,4,5,5,2,3,1,3,2,1,4,3,4,3,4,1,4,1,3,1,2,4,3,5,5,1,1,1,2,2,1,4,3,3,1,1,1,5,1,4,1,5,3,3,4,1,1,2,1,4,0°³¿ù,6,¿¹,5,3,3,4,2,5,3,2,3,3,4,3,1,39,3159,1,71,40,5,2,1,2,1,1,2,1,2,1,1,5,1,1,2,16.4488,7.0878,116.58580464,3,2,33,43,35,40,.170699999999997,15.3561,108.84096558,1.20988745999998,2,75,1,21,26
2020/01/23 12:04:47 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,ÃµÁ,13,14,2,4,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,76, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,4,5,5,5,5,5,5,5,2,2,2,2,2,3,4,1,4,2,3,5,1,2,1,2,1,3,2,2,2,2,2,2,3,2,3,3,3,2,2,4,5,2,2,2,2,3,1,2,3,2,2,2,2,4,1,5,2,4,5,4,4,2,2,4,4,2,0°³¿ùÈ,48,¾Æ´,4,2,2,4,4,3,2,3,4,4,4,3,1,30,2280,1,83,39,5,2,1,2,1,1,2,2,2,2,1,5,1,1,2,11.4488,-1.9122,-21.89239536,3,2,39,32,41,45,6.1707,4.3561,-8.32973442,-11.79961254,3,86,1,18,31
2020/01/20 10:01:04 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,±âµ,0,1,2,3,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¾È¶ô»,5,42, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼;³²Æí,ÀÖÀ,3¸¶,1,1,¿¹,2¸¶,¾Æ´,3,3,3,3,2,4,4,3,2,1,1,1,1,1,2,2,1,2,1,1,1,2,3,2,2,2,2,3,2,2,2,2,1,3,2,3,2,2,2,2,4,3,2,1,2,1,1,1,2,4,3,3,2,1,3,1,3,1,3,2,2,1,2,1,2,2,2,»ý°¢³ª,6,¾Æ´,4,2,3,2,3,4,3,4,3,2,4,4,1,33,1386,1,60,38,5,2,2,2,2,2,2,2,2,2,1,5,1,1,1,-22.5512,1.0878,-24.53119536,1,1,24,15,31,31,-8.8293,-12.6439,-13.75403442,-9.60451254000002,5,62,2,14,24
2019/12/26 7:19:44 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,±âµ,13,13,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾È¶ô»,5,64, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,2¸¶,¾Æ´,5,4,4,4,4,5,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,1,4,2,2,4,3,3,2,2,2,2,2,0°³¿ù,10,¿¹,3,3,3,5,4,4,4,4,4,5,4,4,1,33,2112,1,74,47,5,2,1,2,2,2,2,2,2,2,1,5,1,1,1,-.551199999999994,1.0878,-.599595359999995,1,2,34,25,38,37,1.1707,-2.6439,-2.87603442,1.27348746,4,75,2,14,30
2020/01/18 1:21:48 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,13,14,2,12,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¾È¶ô»,5,79, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,5,5,5,5,5,5,5,5,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,4,4,2,3,2,2,4,4,3,3,5,5,3,3,5,3,2,2,3,4,3,3,4,3,5,1,4,3,3,3,4,4,2,2,3,3,4,0°³¿ù,100,¿¹,3,3,3,4,5,3,3,4,3,2,3,4,2,38,3002,0,98,40,5,2,2,2,2,2,2,1,2,2,1,5,1,1,1,14.4488,6.0878,87.9614046400001,1,2,40,34,53,49,7.1707,6.3561,38.69466558,43.65378746,4,102,2,20,40
2020/01/18 1:11:35 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,¹«±,2,6,1,0,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,60, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",ÀÖÀ,1¸¶,1,2,¾Æ´, ,¾Æ´,4,4,3,4,5,4,5,4,5,2,2,2,2,2,1,1,2,1,2,2,3,2,1,1,2,2,2,1,2,3,3,2,2,2,2,2,3,2,1,2,4,4,2,3,2,2,2,2,2,2,3,2,2,1,3,1,4,2,2,2,1,3,3,2,2,1,2,0°³¿ù,3,¿¹,3,2,3,4,4,4,4,4,4,4,3,4,2,29,1740,0,66,43,5,2,1,2,1,1,1,1,2,2,1,1,1,1,1,-4.55119999999999,-2.9122,13.25400464,2,1,34,22,36,32,1.1707,-5.6439,16.43616558,-3.40931253999999,2,68,1,13,27
2019/12/26 12:43:22 ¿ÀÀü GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,ºÒ±,17,17,1,1,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,98, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¿¹, ,ºÎ¸ð;Ä£±¸;¿Â¶óÀÎ Ä¿¹,¾øÀ, ,1,2,¾Æ´, ,¾Æ´,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,3,5,3,4,2,4,3,2,4,2,3,3,3,2,4,4,4,5,5,4,3,3,2,3,5,3,5,5,2,5,5,3,3,5,5,5,1,5,5,4,5,5,5,3,3,2,2,3,0°³¿ùÈ,230,¿¹,2,2,2,3,2,2,2,2,2,2,3,2,1,47,4606,1,114,26,5,2,1,1,1,1,1,2,2,2,1,1,1,2,1,33.4488,15.0878,504.66880464,1,2,40,53,68,50,7.1707,25.3561,382.56776558,108.19008746,2,118,1,18,52
2020/01/02 12:21:18 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,¹«±,2,2,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¸¸¼º,1,78, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¿¹, ,Ä£±¸,¾øÀ, ,1,2,¾Æ´, ,¾Æ´,5,5,3,3,5,5,5,5,4,3,3,3,3,3,4,5,3,3,2,4,2,3,3,2,3,3,3,3,2,3,3,3,3,4,4,3,4,3,3,3,4,4,4,4,4,3,3,1,5,3,3,3,5,3,5,1,4,3,4,3,4,4,3,3,3,3,4,Áï½Ã,7,¿¹,3,3,3,4,4,3,4,3,5,3,3,3,1,45,3510,1,101,41,5,2,2,2,1,1,1,1,2,1,1,1,1,2,1,13.4488,13.0878,176.01520464,1,2,35,38,58,47,2.1707,10.3561,135.53856558,28.40968746,3,105,1,18,45
